 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
444,119993844,3813,3811,1752551,22866,1271,6,459.6252295,246.7309368,6,6,6,0,14795.9007,63.53659276,15741.02637,23598.93704,841617,1,120000000,31477.9234,26457.84929,861387,93,120000000,31485.6021,25623.9489,842050,519,0,0,0,0,76260,76220,31.77663014,31.75996262,6,1271,232.8423607,286.1621682,81888.78653,0,0,0,0,1,0,0,0,0,232.8729014,459.6252295,6,76260,0,0,0,0,0,0,3813,1752551,3811,22866,3294,3294,3812,20,0,0,0,0,0,0,0,0,Infiltration
1935,45,1,1,2,6,2,2,2,0,6,6,6,0,177777.7778,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22222.22222,22222.22222,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
80,5913326,3,1,0,0,0,0,0,0,0,0,0,0,0,0.676438268,1971108.667,3413287.012,5912433,133,5913326,2956663,4180090.021,5912433,893,0,0,0,0,0,0,0,0,0,104,40,0.507328701,0.169109567,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � Brute Force
53,61621,2,2,84,190,42,42,42,0,95,95,95,0,4446.536083,64.91293553,20540.33333,35571.70479,61615,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,32.45646776,32.45646776,42,95,63.2,29.02929555,842.7,0,0,0,0,0,0,0,0,1,79,42,95,64,0,0,0,0,0,0,2,84,2,190,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
21,3,2,0,14,0,14,0,7,9.899494937,0,0,0,0,4666666.667,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,0,666666.6667,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,FTP-Patator
6901,90,1,1,0,6,0,0,0,0,6,6,6,0,66666.66667,22222.22222,90,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,11111.11111,11111.11111,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
21,4,2,0,14,0,14,0,7,9.899494937,0,0,0,0,3500000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,64,0,500000,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,FTP-Patator
53,71682,2,2,76,340,38,38,38,0,170,170,170,0,5803.409503,55.80201445,23894,41378.69379,71674,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,80,64,27.90100723,27.90100723,38,170,90.8,72.29937759,5227.2,0,0,0,0,0,0,0,0,1,113.5,38,170,80,0,0,0,0,0,0,2,76,2,340,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
443,117,2,0,12,0,6,6,6,0,0,0,0,0,102564.1026,17094.01709,117,0,117,117,117,117,0,117,117,0,0,0,0,0,0,0,0,0,40,0,17094.01709,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,64061,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
22,73,1,1,0,0,0,0,0,0,0,0,0,0,0,27397.26027,73,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,13698.63014,13698.63014,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,SSH-Patator
53,54120,1,1,64,117,64,64,64,0,117,117,117,0,3344.419808,36.954915,54120,0,54120,54120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,18.4774575,18.4774575,64,117,81.66666667,30.59956427,936.3333333,0,0,0,0,0,0,0,0,1,122.5,64,117,32,0,0,0,0,0,0,1,64,1,117,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
21,46,2,0,14,0,14,0,7,9.899494937,0,0,0,0,304347.8261,43478.26087,46,0,46,46,46,46,0,46,46,0,0,0,0,0,1,0,0,0,64,0,43478.26087,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,FTP-Patator
80,270101,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,43046.86025,33.32086886,33762.625,93464.86036,265052,3,4008,2004,2829.841338,4005,3,270096,54019.2,117984.2358,265052,41,0,0,0,0,72,132,11.10695629,22.21391257,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
8080,1020080,3,3,0,18,0,0,0,0,6,6,6,0,17.64567485,5.881891616,204016,278717.9351,518150,421,1019554,509777,12712.36571,518766,500788,1019659,509829.5,12510.84028,518676,500983,0,0,0,0,92,60,2.940945808,2.940945808,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,Bot
8080,1029562,3,3,0,18,0,0,0,0,6,6,6,0,17.48316274,5.827720914,205912.4,281107.7941,515109,522,1028969,514484.5,1621.395849,515631,513338,1028813,514406.5,1832.11367,515702,513111,0,0,0,0,92,60,2.913860457,2.913860457,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,Bot
443,65039339,32,38,1850,43164,391,0,57.8125,118.5972957,4125,0,1135.894737,887.5007359,692.1042048,1.076271701,942599.1159,2828757.013,10000000,2,65000000,2098043.194,3969529.065,10000000,64,65000000,1756791.216,3709594.887,10000000,2,0,0,0,0,676,832,0.49200992,0.58426178,0,4125,634,846.650476,716817.0286,0,0,0,1,0,0,0,0,1,643.0571429,57.8125,1135.894737,676,0,0,0,0,0,0,32,1850,38,43164,8192,1563,29,20,943373,2218431.337,5471727,37587,9896482.5,218165.5776,10000000,9456438,BENIGN
22,12345057,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,385.0123981,4.293216305,237404.9423,647490.6212,2559898,3,10200000,509875.25,913377.5641,2626932,258,12300000,398223.6774,804132.8277,2559898,3,0,0,0,0,680,1032,1.701085706,2.592130599,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
21,224,2,1,14,0,14,0,7,9.899494937,0,0,0,0,62500,13392.85714,112,39.59797975,140,84,224,224,0,224,224,0,0,0,0,0,1,0,0,0,64,20,8928.571429,4464.285714,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
53,153357,2,2,78,266,39,39,39,0,133,133,133,0,2243.132038,26.08293068,51119,88535.50908,153351,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,13.04146534,13.04146534,39,133,76.6,51.48592041,2650.8,0,0,0,0,0,0,0,0,1,95.75,39,133,64,0,0,0,0,0,0,2,78,2,266,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
21,8585750,9,15,99,188,21,0,11,8.5732141,34,0,12.53333333,14.54975045,33.42748158,2.79532947,373293.4783,970244.9507,3144344,1,5979748,747468.5,1381936.713,3185967,3,8585654,613261,1197761.036,3144344,1,0,0,0,0,296,488,1.048248551,1.747080919,0,34,11.48,12.42014493,154.26,0,0,0,1,0,0,0,0,1,11.95833333,11,12.53333333,296,0,0,0,0,0,0,9,99,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
443,5967211,9,6,375,4973,182,0,41.66666667,74.75292636,1819,0,828.8333333,830.294506,896.2310869,2.513737155,426229.3571,1489056.873,5597607,5,5967211,745901.375,1961284.184,5597607,48,224995,44999,59608.46863,113153,52,0,0,0,0,296,200,1.508242293,1.005494862,0,1819,334.25,624.0455646,389432.8667,0,0,0,1,0,0,0,0,0,356.5333333,41.66666667,828.8333333,296,0,0,0,0,0,0,9,375,6,4973,29200,243,3,32,369556,0,369556,369556,5597607,0,5597607,5597607,BENIGN
21,3,2,0,14,0,14,0,7,9.899494937,0,0,0,0,4666666.667,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,0,666666.6667,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,FTP-Patator
3071,41,1,1,0,6,0,0,0,0,6,6,6,0,146341.4634,48780.4878,41,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,24390.2439,24390.2439,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
53,156,2,2,74,154,37,37,37,0,77,77,77,0,1461538.462,25641.02564,52,84.00595217,149,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,12820.51282,12820.51282,37,77,53,21.9089023,480,0,0,0,0,0,0,0,0,1,66.25,37,77,40,0,0,0,0,0,0,2,74,2,154,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,77,1,1,0,0,0,0,0,0,0,0,0,0,0,25974.02597,77,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12987.01299,12987.01299,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1444,1174,0,32,0,0,0,0,0,0,0,0,Web Attack � Brute Force
8080,77144,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4420.304884,90.73939645,12857.33333,30495.65057,75103,22,77144,25714.66667,43961.71136,76476,22,75714,37857,52673.79834,75103,611,0,0,0,0,92,72,51.85108369,38.88831277,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
80,5016759,5,5,599,4149,599,0,119.8,267.8809437,2701,0,829.8,1219.555739,946.4277634,1.993318794,557417.6667,1667490.203,5004049,4,12710,3177.5,5465.625216,11356,4,5016632,1254158,2500655.185,5005134,47,0,0,0,0,168,168,0.996659397,0.996659397,0,2701,431.6363636,877.5817082,770149.6545,0,0,0,1,0,0,0,0,1,474.8,119.8,829.8,168,0,0,0,0,0,0,5,599,5,4149,29200,236,1,32,0,0,0,0,0,0,0,0,Web Attack � Sql Injection
80,5414135,3,1,0,0,0,0,0,0,0,0,0,0,0,0.738806845,1804711.667,3125099.74,5413266,119,5414135,2707067.5,3827142.621,5413266,869,0,0,0,0,0,0,0,0,0,104,40,0.554105134,0.184701711,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � XSS
22,79,1,1,0,0,0,0,0,0,0,0,0,0,0,25316.4557,79,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12658.22785,12658.22785,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,SSH-Patator
443,145228,1,1,0,0,0,0,0,0,0,0,0,0,0,13.77144903,145228,0,145228,145228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6.885724516,6.885724516,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,946,243,0,32,0,0,0,0,0,0,0,0,BENIGN
80,1801390,6,5,578,0,289,0,96.33333333,149.2389583,0,0,0,0,320.8633333,6.106395617,180139,244537.188,737258,49,1436773,287354.6,286641.4806,737258,163,1437047,359261.75,492185.5519,1085116,16808,0,0,0,0,156,136,3.330761245,2.775634371,0,289,48.16666667,112.4930974,12654.69697,0,0,0,1,0,0,0,0,0,52.54545455,96.33333333,0,156,0,0,0,0,0,0,6,578,5,0,8192,2282,2,20,0,0,0,0,0,0,0,0,BENIGN
80,35550,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,327060.4782,253.164557,4443.75,10952.66916,31400,46,3803,1901.5,2233.750322,3481,322,35473,7094.6,13680.70091,31400,46,0,0,0,0,72,132,84.38818565,168.7763713,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,11881659,4,0,24,0,6,6,6,0,0,0,0,0,2.019919946,0.336653324,3960553,6858165.158,11900000,970,11900000,3960553,6858165.158,11900000,970,0,0,0,0,0,0,0,0,0,80,0,0.336653324,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1979,0,1979,1979,11900000,0,11900000,11900000,DDoS
53,235,2,2,82,176,41,41,41,0,88,88,88,0,1097872.34,17021.2766,78.33333333,132.2132116,231,2,2,2,0,2,2,2,2,0,2,2,0,0,0,0,80,40,8510.638298,8510.638298,41,88,59.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,74.75,41,88,80,0,0,0,0,0,0,2,82,2,176,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
80,5616616,3,1,0,0,0,0,0,0,0,0,0,0,0,0.712172596,1872205.333,3241998.734,5615743,125,5616616,2808308,3970312.652,5615743,873,0,0,0,0,0,0,0,0,0,104,40,0.534129447,0.178043149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � Brute Force
21,4,2,0,14,0,14,0,7,9.899494937,0,0,0,0,3500000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,64,0,500000,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,FTP-Patator
139,64706,49,30,2488,3188,194,0,50.7755102,65.99850545,440,0,106.2666667,130.7039121,87719.84051,1220.906871,829.5641026,4930.297506,42335,1,64706,1348.041667,7054.315697,48197,1,64325,2218.103448,8020.477521,42496,47,0,0,0,0,1592,976,757.2713504,463.6355207,0,440,70.95,98.52685813,9707.541772,0,0,0,1,0,0,0,0,0,71.84810127,50.7755102,106.2666667,1592,0,0,0,0,0,0,49,2488,30,3188,65535,269,22,32,0,0,0,0,0,0,0,0,BENIGN
49666,34057857,17,14,5268,2174,1755,0,309.8823529,554.4020295,348,0,155.2857143,127.2438172,218.5105187,0.910215813,1135261.9,6180565.969,33900000,3,34100000,2128616.063,8461485.282,33900000,48,2577,198.2307692,229.0040589,564,3,0,0,0,0,364,304,0.499150607,0.411065206,0,1755,232.5625,416.1106349,173148.0605,0,0,0,1,0,0,0,0,0,240.0645161,309.8823529,155.2857143,364,0,0,0,0,0,0,17,5268,14,2174,8192,2049,15,20,0,0,0,0,0,0,0,0,BENIGN
53,168,2,2,80,202,40,40,40,0,101,101,101,0,1678571.429,23809.52381,56,90.93404203,161,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11904.7619,11904.7619,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40,101,64,0,0,0,0,0,0,2,80,2,202,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,35916823,9,11,1087,960,517,0,120.7777778,217.3434941,740,0,87.27272727,220.1845094,56.99279137,0.556842124,1890359.105,3781358.584,9994989,3,30700000,3839713.25,5176818.683,10100000,603,35800000,3577094.3,4784672.36,10100000,3,0,0,0,0,192,268,0.250578956,0.306263168,0,740,97.47619048,209.5532436,43912.5619,0,0,0,1,0,0,0,0,1,102.35,120.7777778,87.27272727,192,0,0,0,0,0,0,9,1087,11,960,8192,62,8,20,220785,150020.0424,445815,145617,8758420,2470120.133,9994989,5053241,BENIGN
80,8035803,5,0,30,0,6,6,6,0,0,0,0,0,3.733292118,0.622215353,2008950.75,4017228.861,8034794,1,8035803,2008950.75,4017228.861,8034794,1,0,0,0,0,0,0,0,0,0,100,0,0.622215353,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1009,0,1009,1009,8034794,0,8034794,8034794,DDoS
80,10825725,5,0,30,0,6,6,6,0,0,0,0,0,2.771176988,0.461862831,2706431.25,5408178.472,10800000,4,10800000,2706431.25,5408178.472,10800000,4,0,0,0,0,0,0,0,0,0,100,0,0.461862831,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,7027,0,7027,7027,10800000,0,10800000,10800000,DDoS
30527,9112099,1,5,6,30,6,6,6,0,6,6,6,0,3.95079114,0.65846519,1822419.8,4072031.586,9106691,12,0,0,0,0,0,9108686,2277171.5,4553013.023,9106691,12,0,0,0,0,20,100,0.109744198,0.548720992,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,5408,0,5408,5408,9106691,0,9106691,9106691,BENIGN
443,117,2,0,0,0,0,0,0,0,0,0,0,0,0,17094.01709,117,0,117,117,117,117,0,117,117,0,0,0,0,0,0,0,0,0,64,0,17094.01709,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,318,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,5005388,5,3,599,2021,599,0,119.8,267.8809437,2021,0,673.6666667,1166.824894,523.4359454,1.598277696,715055.4286,1889547.295,5000145,4,5005388,1251347,2499199.36,5000145,4,4429,2214.5,1892.924853,3553,876,0,0,0,0,168,104,0.99892356,0.599354136,0,2021,291.1111111,678.2819186,460066.3611,0,0,0,1,0,0,0,0,0,327.5,119.8,673.6666667,168,0,0,0,0,0,0,5,599,3,2021,29200,236,1,32,0,0,0,0,0,0,0,0,Web Attack � Sql Injection
80,77346,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,150324.5158,103.4313345,11049.42857,26929.90463,72039,6,4016,2008,2831.255552,4010,6,77269,19317.25,35190.72105,72039,186,0,0,0,0,72,112,38.78675045,64.64458408,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
41250,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,357,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
139,12793,1,1,0,0,0,0,0,0,0,0,0,0,0,156.335496,12793,0,12793,12793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,78.16774799,78.16774799,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,65535,269,0,32,0,0,0,0,0,0,0,0,BENIGN
5102,1,2,0,4,0,2,2,2,0,0,0,0,0,4000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,48,0,2000000,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,3,2,0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0,0,0,0,0,0,0,0,BENIGN
53,34420518,2,2,109,295,58,51,54.5,4.949747468,150,145,147.5,3.535533906,11.73718536,0.116209756,11500000,19800000,34300000,30447,34300000,34300000,0,34300000,34300000,34400000,34400000,0,34400000,34400000,0,0,0,0,40,52,0.058104878,0.058104878,51,150,92.4,50.41130826,2541.3,0,0,0,0,0,0,0,0,1,115.5,54.5,147.5,40,0,0,0,0,0,0,2,109,2,295,-1,-1,1,20,30447,0,30447,30447,34300000,0,34300000,34300000,BENIGN
51363,5618,2,0,6,0,6,0,3,4.242640687,0,0,0,0,1067.995728,355.998576,5618,0,5618,5618,5618,5618,0,5618,5618,0,0,0,0,0,0,0,0,0,52,0,355.998576,0,0,6,2,3.464101615,12,0,0,0,0,1,0,0,0,0,3,3,0,52,0,0,0,0,0,0,2,6,0,0,245,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
21,10122891,9,15,104,188,21,0,11.55555556,9.139353247,34,0,12.53333333,14.54975045,28.84551459,2.370864213,440125.6957,1149799.328,3663165,3,6672957,834119.625,1555126.023,3704702,4,10100000,723060.9286,1420208.353,3663165,3,0,0,0,0,296,488,0.88907408,1.481790133,0,34,11.68,12.54897074,157.4766667,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,296,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
8080,67230,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5072.140414,104.1201844,11205,26550.52048,65399,75,67230,22410,38176.68764,66492,163,66019,33009.5,45805.67018,65399,620,0,0,0,0,92,72,59.49724825,44.62293619,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
2399,70,1,1,0,6,0,0,0,0,6,6,6,0,85714.28571,28571.42857,70,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,14285.71429,14285.71429,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
22,11795532,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,402.9491845,4.493226757,226837.1538,616433.9076,2299085,13,9868152,493407.6,878297.9563,2361746,534,11800000,380497.4839,765279.9917,2299085,18,0,0,0,0,680,1032,1.78033513,2.712891627,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
53,30466,1,1,49,81,49,49,49,0,81,81,81,0,4267.051795,65.6469507,30466,0,30466,30466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,32.82347535,32.82347535,49,81,59.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,89.5,49,81,20,0,0,0,0,0,0,1,49,1,81,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
9080,43,1,1,0,6,0,0,0,0,6,6,6,0,139534.8837,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
53,23879,1,1,39,105,39,39,39,0,105,105,105,0,6030.403283,83.75560116,23879,0,23879,23879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,41.87780058,41.87780058,39,105,61,38.10511777,1452,0,0,0,0,0,0,0,0,1,91.5,39,105,20,0,0,0,0,0,0,1,39,1,105,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
52310,33,1,1,6,6,6,6,6,0,6,6,6,0,363636.3636,60606.06061,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,30303.0303,30303.0303,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
443,411974,14,13,2151,4626,1554,0,153.6428571,407.6655128,1460,0,355.8461538,544.5494845,16450.06724,65.53811648,15845.15385,28591.01462,114289,3,411974,31690.30769,45882.9879,162075,3,390172,32514.33333,55866.42868,168451,3,0,0,0,0,292,272,33.98272707,31.55538942,0,1554,242.0357143,473.5699316,224268.4802,0,0,0,1,0,0,0,0,0,251,153.6428571,355.8461538,292,0,0,0,0,0,0,14,2151,13,4626,8192,34,13,20,0,0,0,0,0,0,0,0,BENIGN
21,8934938,9,15,106,188,23,0,11.77777778,9.444281044,34,0,12.53333333,14.54975045,32.90453722,2.686084671,388475.5652,1008532.596,3045508,3,6105222,763152.75,1410714.897,3087824,3,8934822,638201.5714,1244865.585,3045508,4,0,0,0,0,296,488,1.007281752,1.67880292,0,34,11.76,12.62365504,159.3566667,0,0,0,1,0,0,0,0,1,12.25,11.77777778,12.53333333,296,0,0,0,0,0,0,9,106,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
80,5016659,3,1,0,0,0,0,0,0,0,0,0,0,0,0.797343411,1672219.667,2895607.339,5015779,125,5016659,2508329.5,3546069.09,5015779,880,0,0,0,0,0,0,0,0,0,104,40,0.598007558,0.199335853,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � Brute Force
